date,tweet_id,text,year,contains_word
2016-12-31 17:41:49+00:00,8.15E+17,,2016,FALSE
2016-12-30 23:01:57+00:00,8.15E+17,,2016,FALSE
2016-12-30 05:45:50+00:00,8.15E+17,@GirlinthePages NARS blush palettes are some of the best investments I've made ever so I fully support this,2016,FALSE
2016-12-30 05:45:02+00:00,8.15E+17,,2016,FALSE
2016-12-30 00:42:22+00:00,8.15E+17,@actinghes kat von d liquid lipsticks or nars blush. Can't go wrong there :),2016,FALSE
2016-12-29 16:02:15+00:00,8.15E+17,,2016,FALSE
2016-12-29 14:14:16+00:00,8.14E+17,"Considering how much just one NARS blush costs, that pallet was a good buy.",2016,FALSE
2016-12-28 23:20:35+00:00,8.14E+17,,2016,FALSE
2016-12-28 20:28:15+00:00,8.14E+17,NARS BLUSH IS $30 FUCKING DOLLARS I CANT DEAL,2016,FALSE
2016-12-28 20:26:47+00:00,8.14E+17,,2016,FALSE
2016-12-28 03:24:10+00:00,8.14E+17,,2016,FALSE
2016-12-28 01:42:06+00:00,8.14E+17,,2016,FALSE
2016-12-27 23:49:52+00:00,8.14E+17,Only orgasm I've ever had was the NARS blush 💁🏻,2016,FALSE
2016-12-27 22:56:34+00:00,8.14E+17,,2016,FALSE
2016-12-27 22:46:21+00:00,8.14E+17,Should I splurge on NARS Orgasm blush or BECCA Opal highlighter?,2016,FALSE
2016-12-27 22:01:50+00:00,8.14E+17,,2016,FALSE
2016-12-27 21:52:49+00:00,8.14E+17,,2016,FALSE
2016-12-27 20:43:25+00:00,8.14E+17,"@jkiyomi nars concealer and powder, orgasm blush for highlight, nyx microbrow pencil, and nyx butter gloss. and sonia kashuk brushes",2016,FALSE
2016-12-27 19:50:45+00:00,8.14E+17,,2016,FALSE
2016-12-27 07:44:17+00:00,8.14E+17,Nars Blush in Orgasm forever. &lt;3 #hoarder,2016,FALSE
2016-12-27 03:40:47+00:00,8.14E+17,@mostlymartha the nars sarah moon set and the NARSissist blush set,2016,FALSE
2016-12-26 19:18:15+00:00,8.13E+17,why is nars blush $30 i want dolce vita,2016,FALSE
2016-12-26 13:30:56+00:00,8.13E+17,,2016,FALSE
2016-12-26 05:55:29+00:00,8.13E+17,NARS Blush in the color Ejaculation,2016,FALSE
2016-12-26 00:05:49+00:00,8.13E+17,ceej got me a Pandora ring and nars blush omg😍😍 best bf alive🎁❤️ @DunhamCj_15,2016,FALSE
2016-12-25 17:44:16+00:00,8.13E+17,Does anyone want a nars blush??? I don't want one of them,2016,FALSE
2016-12-25 08:12:22+00:00,8.13E+17,"NARS has a blush shade called ""Deep Throat"".",2016,FALSE
2016-12-25 03:14:25+00:00,8.13E+17,"@Madelynn_v i was just saying this.. baes shade in NARS blush is literally called ""deep throat""?? why 😒",2016,FALSE
2016-12-25 01:02:09+00:00,8.13E+17,,2016,FALSE
2016-12-25 00:13:45+00:00,8.13E+17,emily got me the deep throat blush from nars😍😍😍😍😭,2016,FALSE
2016-12-24 16:47:02+00:00,8.13E+17,"No first gift of the season better than NARS blush in ""Madly""-- thanks for the recommendation @Akwaddington ✨",2016,FALSE
2016-12-24 12:24:46+00:00,8.13E+17,This nars blush is like fucking gold.😩,2016,FALSE
2016-12-24 03:07:13+00:00,8.12E+17,@girlbrutality a nars blush 😩 which i want SO BAD,2016,FALSE
2016-12-23 18:29:30+00:00,8.12E+17,want the secret to immortality? ask my NARS blush in shade amour! that lil guy's been w me for 5 yrs now and never :) ever :) runs :) out :),2016,FALSE
2016-12-23 07:27:48+00:00,8.12E+17,I want to marry NARS Orgasm blush,2016,FALSE
2016-12-23 03:49:23+00:00,8.12E+17,,2016,FALSE
2016-12-23 01:22:35+00:00,8.12E+17,my mom just bought me the NARS blush and im sooo excited to use it !!!,2016,FALSE
2016-12-22 06:20:59+00:00,8.12E+17,"My aunt sent me a sushi mat &amp; a ridiculously tiny, cute Nars blush for Christmas &amp; I'm crying at how well she knows me.",2016,FALSE
2016-12-22 05:40:25+00:00,8.12E+17,Idont use blush but that NARS orgasm blush is too gorgeous to let it go,2016,FALSE
2016-12-22 03:22:18+00:00,8.12E+17,"@drewcfranklin tarte Amazonian clay blush, the new tarte glow palette, NARS concealer, ... I can go on for days 😊",2016,FALSE
2016-12-21 22:19:31+00:00,8.12E+17,NARS orgasm blush saved my life,2016,FALSE
2016-12-21 17:56:35+00:00,8.12E+17,"I got the most ethereal blush color from Nars, a purple-gray shade.",2016,FALSE
2016-12-21 17:42:15+00:00,8.12E+17,@mayahauteboheme mauve is the way to go! I adore the blush called Oasis by Nars at the moment! So similar to your lipstick shade!!🙂,2016,FALSE
2016-12-21 07:00:43+00:00,8.11E+17,In desperate need of the NARS blush in orgasm. 😭,2016,FALSE
2016-12-20 23:57:25+00:00,8.11E+17,@DigitalZarda he lost the list and randomly picked things and bought it😭😂 Abhi nars orgasm blush mangwaya tha haye allah so good,2016,FALSE
2016-12-20 19:04:39+00:00,8.11E+17,"@tarasmh Zoeva, Morphe, Makeup Geek, Sleek highlighting palette, Nars blush, Makeup Revolution, Barry M..",2016,FALSE
2016-12-20 15:37:44+00:00,8.11E+17,Those Ls just won't stop because I dropped my all time fave NARS blush and it broke (my heart).,2016,FALSE
2016-12-20 04:23:38+00:00,8.11E+17,@urbandoll I want a NARS blush,2016,FALSE
2016-12-19 22:55:14+00:00,8.11E+17,My favorite nars blush is liberte. It was LE tho 😢,2016,FALSE
